测站编码,时间,库上水位,入库流量,蓄水量,库下水位,出库流量,库水特征码,库水水势（4-落，5-涨，6平）,入流时段长,测流方法
61612700,22/7/2025 08:00:00,129.2,,27,,0,,6,,
61612700,21/7/2025 08:00:00,129.2,,27,,0,,6,,
61612700,20/7/2025 08:00:00,129.1,,26.8,,0,,6,,
61612700,19/7/2025 08:00:00,129.1,,26.8,,0,,4,,
61612700,18/7/2025 08:00:00,129.2,,27,,0,,6,,
61612700,17/7/2025 08:00:00,129.2,,27,,0,,6,,
61612700,16/7/2025 08:00:00,129.2,,27,,0,,6,,
61612700,15/7/2025 08:00:00,129.2,,27,,7.74,P,4,,
61612700,14/7/2025 08:00:00,129.4,,27.4,,7.74,P,4,,
61612700,13/7/2025 08:00:00,129.7,,28.05,,7.74,P,4,,
61612700,12/7/2025 08:00:00,129.9,,28.5,,7.74,P,4,,
61612700,11/7/2025 08:00:00,130.1,,28.95,,7.74,P,4,,
61612700,10/7/2025 08:00:00,130.4,,29.6,,7.74,P,4,,
61612700,9/7/2025 08:00:00,130.6,,30,,7.74,P,4,,
61612700,8/7/2025 08:00:00,130.8,,30.4,,7.74,P,4,,
61612700,7/7/2025 08:00:00,131,,30.9,,10.32,P,4,,
61612700,6/7/2025 08:00:00,131.2,,31.3,,10.32,P,4,,
61612700,5/7/2025 08:00:00,131.5,,32,,10.32,P,4,,
61612700,4/7/2025 08:00:00,131.7,,32.4,,10.32,P,4,,
61612700,3/7/2025 08:00:00,131.8,,32.6,,10.32,P,4,,
61612700,2/7/2025 08:00:00,131.9,,32.9,,10.32,P,4,,
61612700,1/7/2025 08:00:00,132,,33.1,,10.32,P,4,,
61612700,30/6/2025 08:00:00,132.1,,33.4,,11.82,P,4,,
61612700,29/6/2025 08:00:00,132.1,,33.4,,11.82,P,6,,
61612700,28/6/2025 08:00:00,132.1,,33.4,,10.74,P,6,,
61612700,27/6/2025 08:00:00,132.1,,33.4,,10.74,P,4,,
61612700,26/6/2025 08:00:00,132.2,,33.6,,10.74,P,4,,
61612700,25/6/2025 08:00:00,132.5,,34.4,,19.09,P,4,,
61612700,24/6/2025 08:00:00,132.6,,34.7,,19.09,,4,,
61612700,23/6/2025 08:00:00,132.9,,35.45,,19.09,P,4,,
61612700,22/6/2025 08:00:00,133.4,,36.75,,19.09,P,5,,
61612700,21/6/2025 08:00:00,131.4,,31.8,,0,,5,,
61612700,20/6/2025 08:00:00,124.1,,18.5,,0,,5,,
61612700,19/6/2025 08:00:00,123.3,,17.5,,0,,5,,
61612700,18/6/2025 08:00:00,123.2,,17.4,,0,,5,,
61612700,17/6/2025 08:00:00,123.1,,17.2,,0,,6,,
61612700,16/6/2025 08:00:00,123.1,,17.2,,0,,6,,
61612700,15/6/2025 08:00:00,123.1,,17.2,,0,,5,,
61612700,14/6/2025 08:00:00,123,,17,,0,,5,,
61612700,13/6/2025 08:00:00,122.9,,16.8,,0,,5,,
61612700,12/6/2025 08:00:00,122.8,,16.7,,0,,5,,
61612700,11/6/2025 08:00:00,122.7,,16.6,,0,,5,,
61612700,10/6/2025 08:00:00,122.4,,16.3,,0,,5,,
61612700,9/6/2025 08:00:00,122,,15.8,,0,,5,,
61612700,8/6/2025 08:00:00,121,,14.7,,0,,5,,
61612700,7/6/2025 08:00:00,120.4,,14,,0,,5,,
61612700,7/6/2025 00:00:00,120.4,,14,,0,,5,,
61612700,6/6/2025 08:00:00,120,,13.55,,0,,6,,
61612700,5/6/2025 08:00:00,120,,13.55,,0,,5,,
61612700,4/6/2025 08:00:00,119.6,,13.15,,0,,6,,
61612700,3/6/2025 08:00:00,119.6,,13.15,,0,,5,,
61612700,2/6/2025 08:00:00,119.4,,12.9,,0,,5,,
61612700,1/6/2025 08:00:00,119.1,,12.6,,0,,5,,
61612700,31/5/2025 08:00:00,118.9,,12.4,,0,,6,,
61612700,30/5/2025 08:00:00,118.9,,12.4,,0,,6,,
61612700,29/5/2025 08:00:00,118.9,,12.4,,0,,6,,
61612700,28/5/2025 08:00:00,118.9,,12.4,,0,,6,,
61612700,27/5/2025 08:00:00,118.9,,12.4,,0,,4,,
61612700,26/5/2025 08:00:00,118.9,,12.4,,0,,4,,
61612700,25/5/2025 08:00:00,119,,12.5,,0,,6,,
61612700,24/5/2025 08:00:00,119,,12.5,,0,,6,,
61612700,23/5/2025 08:00:00,119,,12.5,,0,,5,,
61612700,22/5/2025 08:00:00,118.9,,12.4,,0,,4,,
61612700,21/5/2025 08:00:00,119,,12.5,,0,,6,,
61612700,20/5/2025 08:00:00,119,,12.5,,0,,6,,
61612700,19/5/2025 08:00:00,119,,12.5,,0,,4,,
61612700,18/5/2025 08:00:00,119,,12.5,,0,,6,,
61612700,17/5/2025 08:00:00,119,,12.5,,0,,6,,
61612700,16/5/2025 08:00:00,119,,12.5,,0,,6,,
61612700,15/5/2025 08:00:00,119,,12.5,,0,,6,,
61612700,14/5/2025 08:00:00,119,,12.5,,0,,6,,
61612700,13/5/2025 08:00:00,119,,12.5,,0,,6,,
61612700,12/5/2025 08:00:00,119,,12.5,,0,,6,,
61612700,11/5/2025 08:00:00,119,,12.5,,0,,6,,
61612700,10/5/2025 08:00:00,119,,12.5,,0,,5,,
61612700,9/5/2025 08:00:00,118.9,,12.5,,0,,5,,
61612700,8/5/2025 08:00:00,118.8,,12.3,,0,,6,,
61612700,7/5/2025 08:00:00,118.8,,12.3,,0,,6,,
61612700,6/5/2025 08:00:00,118.8,,12.3,,0,,5,,
61612700,5/5/2025 08:00:00,118.7,,12.2,,0,,5,,
61612700,4/5/2025 08:00:00,118.6,,12.1,,0,,6,,
61612700,3/5/2025 08:00:00,118.6,,12.1,,0,,6,,
61612700,2/5/2025 08:00:00,118.6,,12.1,,0,,6,,
61612700,1/5/2025 08:00:00,118.6,,12.1,,0,,4,,
61612700,21/4/2025 08:00:00,118.8,,12.3,,0,,6,,
61612700,11/4/2025 08:00:00,118.9,,12.4,,0,,4,,
61612700,1/4/2025 08:00:00,119,,12.5,,0,,6,,
61612700,21/3/2025 08:00:00,119.1,,12.6,,0,,5,,
61612700,11/3/2025 08:00:00,118.9,,12.4,,0,,4,,
61612700,1/3/2025 08:00:00,119,,12.5,,0,,6,,
61612700,21/2/2025 08:00:00,118.9,,12.4,,0,,6,,
61612700,11/2/2025 08:00:00,119,,12.5,,0,,6,,
61612700,1/2/2025 08:00:00,119,,12.5,,0,,5,,
61612700,21/1/2025 08:00:00,118.8,,12.3,,0,,4,,
61612700,11/1/2025 08:00:00,119,,12.5,,0,,6,,
61612700,1/1/2025 08:00:00,119.2,,12.7,,0,,6,,
61612700,21/12/2024 08:00:00,119.35,,12.85,,0,,4,,
61612700,11/12/2024 08:00:00,119.4,,12.9,,0,,6,,
61612700,1/12/2024 08:00:00,119.6,,13.1,,0,,6,,
61612700,21/11/2024 08:00:00,119.6,,13.15,,0,,6,,
61612700,11/11/2024 08:00:00,119.5,,13,,0,,6,,
61612700,1/11/2024 08:00:00,119.5,,13,,0,,4,,
61612700,21/10/2024 08:00:00,120.3,,13.9,,0,,4,,
61612700,16/10/2024 08:00:00,120.5,,14.1,,7,,4,,
61612700,15/10/2024 08:00:00,120.7,,14.3,,7,,4,,
61612700,14/10/2024 08:00:00,121,,14.7,,7,,4,,
61612700,13/10/2024 08:00:00,121.5,,15.25,,7,,4,,
61612700,12/10/2024 08:00:00,121.5,,15.25,,7,,4,,
61612700,11/10/2024 08:00:00,121.7,,15.5,,7,,4,,
61612700,10/10/2024 08:00:00,121.9,,15.7,,7,,4,,
61612700,9/10/2024 08:00:00,122,,15.8,,7,,4,,
61612700,8/10/2024 08:00:00,122.2,,16.1,,7,,4,,
61612700,7/10/2024 08:00:00,122.4,,16.3,,7,,4,,
61612700,6/10/2024 08:00:00,122.6,,16.5,,7,,4,,
61612700,5/10/2024 08:00:00,122.8,,16.7,,7,,4,,
61612700,4/10/2024 08:00:00,123.1,,17.2,,7,,4,,
61612700,3/10/2024 08:00:00,123.6,,17.9,,7,,4,,
61612700,2/10/2024 08:00:00,123.6,,17.9,,7,,4,,
61612700,1/10/2024 08:00:00,123.8,,18.1,,7,,4,,
61612700,30/9/2024 08:00:00,124.1,,1.85,,3,,6,,
61612700,29/9/2024 08:00:00,124.1,,18.5,,3,,6,,
61612700,28/9/2024 08:00:00,124.1,,18.5,,3,,6,,
61612700,27/9/2024 08:00:00,124.1,,18.5,,3,,4,,
61612700,26/9/2024 08:00:00,124.2,,18.6,,3,,6,,
61612700,25/9/2024 08:00:00,124.2,,18.6,,3,,6,,
61612700,24/9/2024 08:00:00,124.2,,18.6,,3,,6,,
61612700,23/9/2024 08:00:00,124.2,,18.6,,3,,6,,
61612700,22/9/2024 08:00:00,124.2,,18.6,,3,,4,,
61612700,21/9/2024 08:00:00,124.3,,18.75,,3,,6,,
61612700,20/9/2024 08:00:00,124.3,,18.75,,3,,6,,
61612700,19/9/2024 08:00:00,124.3,,18.75,,3,,6,,
61612700,18/9/2024 08:00:00,124.3,,18.75,,3,,6,,
61612700,17/9/2024 08:00:00,124.3,,18.75,,3,,4,,
61612700,16/9/2024 08:00:00,124.4,,18.9,,3,,6,,
61612700,15/9/2024 08:00:00,124.4,,18.9,,3,,6,,
61612700,14/9/2024 08:00:00,124.4,,18.9,,3,,4,,
61612700,13/9/2024 08:00:00,124.4,,18.9,,3,,4,,
61612700,12/9/2024 08:00:00,124.5,,19,,3,,6,,
61612700,11/9/2024 08:00:00,124.5,,19,,3,,6,,
61612700,10/9/2024 08:00:00,124.5,,19,,5,,4,,
61612700,9/9/2024 08:00:00,124.6,,19.2,,5,,4,,
61612700,8/9/2024 08:00:00,124.7,,19.35,,3,,4,,
61612700,7/9/2024 08:00:00,124.8,,19.5,,3,,4,,
61612700,6/9/2024 08:00:00,124.9,,19.6,,3,,4,,
61612700,5/9/2024 08:00:00,125,,19.75,,5,,4,,
61612700,4/9/2024 08:00:00,125.1,,19.9,,6,,4,,
61612700,3/9/2024 08:00:00,125.2,,20.1,,0,,6,,
61612700,2/9/2024 08:00:00,125.2,,20.1,,0,,6,,
61612700,1/9/2024 08:00:00,125.2,,20.1,,0,,6,,
61612700,31/8/2024 08:00:00,125.2,,20.1,,0,,4,,
61612700,30/8/2024 08:00:00,125.3,,20.2,,7.74,P,4,,
61612700,29/8/2024 08:00:00,125.5,,20.5,,7.74,P,4,,
61612700,28/8/2024 08:00:00,125.7,,20.8,,7.74,P,4,,
61612700,27/8/2024 08:00:00,125.9,,21.1,,7.74,P,4,,
61612700,26/8/2024 08:00:00,126.15,,21.55,,7.74,,4,,
61612700,25/8/2024 08:00:00,126.3,,21.8,,7.74,P,4,,
61612700,24/8/2024 08:00:00,126.6,,22.3,,7.74,P,4,,
61612700,23/8/2024 08:00:00,126.85,,22.7,,7.74,P,4,,
61612700,22/8/2024 08:00:00,127.1,,23.15,,7.74,P,4,,
61612700,21/8/2024 08:00:00,127.3,,23.5,,7.74,P,4,,
61612700,20/8/2024 08:00:00,127.6,,24,,7.74,,4,,
61612700,19/8/2024 08:00:00,127.85,,24.45,,7.74,P,4,,
61612700,18/8/2024 08:00:00,128.15,,25,,7.74,,4,,
61612700,17/8/2024 08:00:00,128.4,,25.5,,7.74,P,4,,
61612700,16/8/2024 08:00:00,128.6,,25.8,,7.74,,4,,
61612700,15/8/2024 08:00:00,128.8,,26.3,,7.74,P,4,,
61612700,14/8/2024 08:00:00,129.1,,26.8,,7.74,P,4,,
61612700,13/8/2024 08:00:00,129.2,,27,,7.74,,4,,
61612700,12/8/2024 08:00:00,129.45,,27.55,,7.74,,4,,
61612700,11/8/2024 08:00:00,129.65,,27.95,,7.74,P,4,,
61612700,10/8/2024 08:00:00,129.9,,28.5,,7.74,P,4,,
61612700,9/8/2024 08:00:00,130.15,,29.1,,7.74,P,4,,
61612700,8/8/2024 08:00:00,130.35,,29.5,,7.74,P,4,,
61612700,7/8/2024 08:00:00,130.6,,30,,7.74,P,4,,
61612700,6/8/2024 08:00:00,130.85,,30.5,,7.74,P,4,,
61612700,5/8/2024 08:00:00,131.1,,31.1,,7.74,P,4,,
61612700,4/8/2024 08:00:00,131.3,,31.5,,7.74,P,4,,
61612700,3/8/2024 08:00:00,131.5,,32,,7.74,P,4,,
61612700,2/8/2024 08:00:00,131.65,,32.3,,7.74,P,4,,
61612700,1/8/2024 08:00:00,131.8,,32.6,,7.74,P,4,,
61612700,31/7/2024 08:00:00,132.1,,33.4,,7.74,P,4,,
61612700,30/7/2024 08:00:00,132.25,,33.7,,7.74,,4,,
61612700,29/7/2024 08:00:00,132.4,,34.1,,7.74,P,4,,
61612700,28/7/2024 08:00:00,132.55,,34.55,,7.74,P,4,,
61612700,27/7/2024 08:00:00,132.7,,34.9,,7.74,P,4,,
61612700,26/7/2024 08:00:00,132.8,,35.2,,7.74,P,4,,
61612700,25/7/2024 08:00:00,133,,35.7,,7.74,P,4,,
61612700,24/7/2024 08:00:00,133.15,,36,,7.74,P,4,,
61612700,23/7/2024 08:00:00,133.25,,36.3,,7.74,,4,,
61612700,22/7/2024 08:00:00,133.4,,36.75,,7.74,P,4,,
61612700,21/7/2024 08:00:00,133.45,,36.9,,7.74,P,4,,
61612700,20/7/2024 08:00:00,133.55,,37.1,,7.74,P,4,,
61612700,19/7/2024 08:00:00,133.6,,37.2,,7.74,P,6,,
61612700,18/7/2024 08:00:00,133.6,,37.2,,7.74,P,5,,
61612700,17/7/2024 08:00:00,133.55,,37.1,,7.74,,4,,
61612700,16/7/2024 08:00:00,134,,38.3,,16.84,,4,,
61612700,15/7/2024 08:00:00,134.3,,39.15,,16.84,P,5,,
61612700,14/7/2024 08:00:00,133.62,,37.26,,16.84,P,5,,
61612700,13/7/2024 08:00:00,133.25,,36.3,,35.9,P,4,,
61612700,12/7/2024 08:00:00,133.55,,37.1,,35.09,P,4,,
61612700,11/7/2024 08:00:00,133.7,,37.5,,26.41,,5,,
61612700,10/7/2024 08:00:00,133.5,,37,,84.29,P,5,,
61612700,9/7/2024 08:00:00,132.5,,33.5,,7.74,,4,,
61612700,8/7/2024 08:00:00,132.25,,33.7,,7.74,P,4,,
61612700,7/7/2024 08:00:00,132.35,,33.95,,7.74,P,4,,
61612700,6/7/2024 08:00:00,132.4,,34.1,,7.74,P,6,,
61612700,5/7/2024 08:00:00,132.4,,34.1,,7.74,P,6,,
61612700,4/7/2024 08:00:00,132.4,,34.1,,15.74,P,4,,
61612700,3/7/2024 08:00:00,132.7,,34.9,,16.74,P,4,,
61612700,2/7/2024 08:00:00,132.9,,35.45,,17.74,P,5,,
61612700,1/7/2024 08:00:00,132.7,,34.9,,10,P,5,,
61612700,30/6/2024 08:00:00,132.8,,35.2,,10,P,,,
61612700,29/6/2024 08:00:00,131.1,,30.91,,7.74,,5,,
61612700,28/6/2024 08:00:00,128,,24.7,,7.74,P,6,,
61612700,27/6/2024 08:00:00,128,,24.7,,7.74,P,6,,
61612700,26/6/2024 08:00:00,128,,24.7,,7.74,,4,,
61612700,25/6/2024 08:00:00,128.1,,24.94,,7.74,P,4,,
61612700,24/6/2024 08:00:00,128.2,,25.1,,7.74,P,5,,
61612700,23/6/2024 08:00:00,128.15,,25,,7.74,P,5,,
61612700,22/6/2024 08:00:00,127.4,,23.7,,7.74,P,5,,
61612700,21/6/2024 08:00:00,127,,23,,7.74,P,4,,
61612700,20/6/2024 08:00:00,127.2,,23.33,,7.74,P,4,,
61612700,19/6/2024 08:00:00,127.4,,23.7,,7.74,P,4,,
61612700,18/6/2024 08:00:00,127.55,,23.92,,0,,5,,
61612700,17/6/2024 08:00:00,127.5,,23.85,,0,,6,,
61612700,16/6/2024 08:00:00,127.5,,23.85,,0,,6,,
61612700,15/6/2024 08:00:00,127.5,,23.85,,0,,6,,
61612700,14/6/2024 08:00:00,127.5,,23.85,,0,,5,,
61612700,13/6/2024 08:00:00,127.45,,23.8,,0,,5,,
61612700,12/6/2024 08:00:00,127.4,,23.7,,0,,6,,
61612700,11/6/2024 08:00:00,127.4,,23.7,,0,,6,,
61612700,10/6/2024 08:00:00,127.4,,23.7,,0,,5,,
61612700,9/6/2024 08:00:00,127.35,,23.6,,0,,6,,
61612700,8/6/2024 08:00:00,127.35,,23.6,,0,,5,,
61612700,7/6/2024 08:00:00,127.3,,23.5,,0,,6,,
61612700,6/6/2024 08:00:00,127.3,,23.5,,0,,6,,
61612700,5/6/2024 08:00:00,127.3,,23.5,,0,,5,,
61612700,4/6/2024 08:00:00,127.2,,23.33,,0,,5,,
61612700,3/6/2024 08:00:00,127.1,,23.15,,0,,6,,
61612700,2/6/2024 08:00:00,127.1,,23.15,,0,,5,,
61612700,1/6/2024 08:00:00,127,,23,,0,,6,,
61612700,31/5/2024 08:00:00,127,,23,,0,,5,,
61612700,30/5/2024 08:00:00,126.9,,22.85,,0,,6,,
61612700,29/5/2024 08:00:00,126.9,,22.8,,0,,5,,
61612700,28/5/2024 08:00:00,126.8,,22.6,,0,,5,,
61612700,27/5/2024 08:00:00,126,,21.27,,0,,5,,
61612700,26/5/2024 08:00:00,125.75,,20.9,,0,,6,,
61612700,25/5/2024 08:00:00,125.75,,20.9,,0,,6,,
61612700,24/5/2024 08:00:00,125.75,,20.9,,0,,5,,
61612700,23/5/2024 08:00:00,125.7,,20.8,,0,,6,,
61612700,22/5/2024 08:00:00,125.7,,20.8,,0,,6,,
61612700,21/5/2024 08:00:00,125.7,,20.8,,0,,5,,
61612700,20/5/2024 08:00:00,125.62,,20.68,,0,,6,,
61612700,19/5/2024 08:00:00,125.62,,20.68,,0,,6,,
61612700,18/5/2024 08:00:00,125.62,,20.68,,0,,5,,
61612700,17/5/2024 08:00:00,125.6,,20.65,,0,,6,,
61612700,16/5/2024 08:00:00,125.6,,20.65,,0,,6,,
61612700,15/5/2024 08:00:00,125.6,,20.65,,0,,5,,
61612700,14/5/2024 08:00:00,125.55,,20.6,,0,,5,,
61612700,13/5/2024 08:00:00,125.5,,20.5,,0,,6,,
61612700,12/5/2024 08:00:00,125.5,,20.5,,0,,6,,
61612700,11/5/2024 08:00:00,125.5,,20.5,,0,,6,,
61612700,10/5/2024 08:00:00,125.5,,20.5,,125.5,,4,,
61612700,9/5/2024 08:00:00,125.9,,21.1,,7.74,P,4,,
61612700,8/5/2024 08:00:00,126.3,,21.8,,7.74,P,4,,
61612700,7/5/2024 08:00:00,126.5,,22.1,,7.74,P,4,,
61612700,6/5/2024 08:00:00,126.7,,22.45,,7.74,P,4,,
61612700,5/5/2024 08:00:00,126.9,,22.85,,7.74,P,4,,
61612700,4/5/2024 08:00:00,126.9,,22.85,,7.74,P,4,,
61612700,3/5/2024 08:00:00,127.1,,23.15,,7.74,P,4,,
61612700,2/5/2024 08:00:00,127.4,,23.7,,7.74,P,4,,
61612700,1/5/2024 08:00:00,127.5,,23.85,,7.74,P,4,,
61612700,21/4/2024 08:00:00,129,,26.6,,7.74,,4,,
61612700,11/4/2024 08:00:00,130.4,,29.6,,7.74,,5,,
61612700,1/4/2024 08:00:00,128.2,,25.1,,7.74,,4,,
61612700,21/3/2024 08:00:00,129.8,,28.25,,7.74,,4,,
61612700,11/3/2024 08:00:00,131.8,,32.6,,7.74,,4,,
61612700,1/3/2024 08:00:00,132.35,,33.95,,3,,5,,
61612700,21/2/2024 08:00:00,132.25,,33.7,,6,5,5,,
61612700,11/2/2024 08:00:00,132.2,,33.14,,3,,5,,
61612700,1/2/2024 08:00:00,132.1,,33.12,,3,,5,,
61612700,21/1/2024 08:00:00,131.3,,30.96,,3,,5,,
61612700,11/1/2024 08:00:00,131,,30.9,,3,,5,,
61612700,1/1/2024 08:00:00,130.8,,30.4,,3,,6,,
61612700,21/12/2023 08:00:00,130.8,,30.4,,3,,4,,
61612700,11/12/2023 08:00:00,130.6,,30,,0.2,,4,,
61612700,1/12/2023 08:00:00,130.65,,30.1,,0.2,,5,,
61612700,30/11/2023 08:00:00,130.65,,,,,,,,
61612700,21/11/2023 08:00:00,130.6,,30,,0.2,,5,,
61612700,11/11/2023 08:00:00,130.55,,29.92,,0.2,,5,,
61612700,1/11/2023 08:00:00,130.5,,28.9,,0.2,,5,,
61612700,24/10/2023 08:00:00,130.4,,28.8,,0.2,,6,,
61612700,23/10/2023 08:00:00,130.4,,28.8,,0.2,,6,,
61612700,22/10/2023 08:00:00,130.4,,28.8,,0.2,,6,,
61612700,21/10/2023 08:00:00,130.4,,28.8,,0.2,,6,,
61612700,20/10/2023 08:00:00,130.4,,28.8,,0.2,,6,,
61612700,19/10/2023 08:00:00,130.4,,28.8,,0.2,,6,,
61612700,18/10/2023 08:00:00,130.4,,28.8,,0.2,,6,,
61612700,17/10/2023 08:00:00,130.4,,28.8,,0.2,,6,,
61612700,16/10/2023 08:00:00,130.4,,28.8,,0.2,,6,,
61612700,15/10/2023 08:00:00,130.4,,28.8,,0.2,,6,,
61612700,14/10/2023 08:00:00,130.4,,28.8,,0.2,,5,,
61612700,13/10/2023 08:00:00,130.3,,28.78,,0.19,,6,,
61612700,12/10/2023 08:00:00,130.3,,28.78,,0.19,,6,,
61612700,11/10/2023 08:00:00,130.3,,28.78,,0.19,,6,,
61612700,10/10/2023 08:00:00,130.3,,28.78,,0.2,,6,,
61612700,9/10/2023 08:00:00,130.3,,28.78,,0.2,,6,,
